mapping_id,job_title,skill_name,importance_weight,required_level
MAP_01802,Backend Engineer,Kubernetes,0.91,Beginner
MAP_01803,Backend Engineer,Data Pipeline,0.96,Beginner
MAP_01804,Security Engineer,Incident Response,0.74,Intermediate
MAP_01805,Security Engineer,Express,0.85,Intermediate
MAP_01806,Security Architect,Flask,0.9,Intermediate
MAP_01807,Security Architect,Cloud Security,0.69,Beginner
MAP_01808,Security Architect,Jenkins,0.76,Intermediate
MAP_01809,Security Architect,Agile/Scrum,0.93,Intermediate
MAP_01810,Technical Lead,Infrastructure as Code,0.65,Intermediate
MAP_01811,Technical Lead,Machine Learning,0.67,Intermediate
MAP_01812,Penetration Tester,Microservices,0.9,Intermediate
MAP_01813,Penetration Tester,React Testing Library,0.88,Intermediate
MAP_01814,Penetration Tester,BERT,0.85,Intermediate
MAP_01815,Computer Vision Engineer,API Gateway,0.84,Advanced
MAP_01816,Computer Vision Engineer,LLM,0.89,Intermediate
MAP_01817,Senior Data Scientist,Negotiation,0.95,Beginner
MAP_01818,Senior Data Scientist,GDPR,0.82,Beginner
MAP_01819,Senior Data Scientist,OWASP,0.67,Intermediate
MAP_01820,Senior Data Scientist,Hyperparameter Tuning,0.63,Beginner
MAP_01821,Senior Frontend Engineer,Model Evaluation,0.66,Intermediate
MAP_01822,Senior Frontend Engineer,Cloud Architecture,0.77,Beginner
MAP_01823,Senior Frontend Engineer,RESTful APIs,0.6,Advanced
MAP_01824,Data Architect,Infrastructure Automation,0.68,Intermediate
MAP_01825,Data Architect,Service Mesh,0.71,Intermediate
MAP_01826,Data Architect,Neural Networks,0.91,Intermediate
MAP_01827,Data Architect,MySQL,0.78,Intermediate
MAP_01828,Network Engineer,Reinforcement Learning,0.7,Advanced
MAP_01829,Network Engineer,Auto Scaling,0.91,Advanced
MAP_01830,React Developer,BERT,0.81,Intermediate
MAP_01831,React Developer,Node.js,0.73,Beginner
MAP_01832,React Developer,GitHub Actions,0.94,Advanced
MAP_01833,Full Stack Developer,Prometheus,0.79,Advanced
MAP_01834,Full Stack Developer,ISO 27001,0.92,Intermediate
MAP_01835,Full Stack Developer,Data Visualization,0.62,Advanced
MAP_01836,Full Stack Developer,Model Evaluation,0.68,Beginner
MAP_01837,Database Administrator,Probability,0.7,Intermediate
MAP_01838,Database Administrator,DevOps,0.74,Advanced
MAP_01839,NLP Engineer,CI/CD,0.63,Intermediate
MAP_01840,NLP Engineer,ELK Stack,0.64,Beginner
MAP_01841,Senior Frontend Engineer,TensorFlow,0.71,Intermediate
MAP_01842,Senior Frontend Engineer,PostgreSQL,0.76,Advanced
MAP_01843,Senior Frontend Engineer,Go,0.81,Beginner
MAP_01844,Senior Frontend Engineer,JWT,1.0,Beginner
MAP_01845,Cloud Security Engineer,DevOps,0.97,Advanced
MAP_01846,Cloud Security Engineer,Next.js,0.84,Intermediate
MAP_01847,Cloud Security Engineer,Python Scripting,0.94,Advanced
MAP_01848,Cloud Security Engineer,Performance Optimization,0.72,Beginner
MAP_01849,Cloud Security Engineer,Hyperparameter Tuning,0.89,Intermediate
MAP_01850,Cloud Security Engineer,Mentoring,0.83,Advanced
MAP_01851,Cloud Security Engineer,Prometheus,0.68,Advanced
MAP_01852,Cloud Security Engineer,ISO 27001,0.85,Advanced
MAP_01853,VP of Engineering,Apache Spark,1.0,Intermediate
MAP_01854,VP of Engineering,Jest,0.78,Beginner
MAP_01855,Kubernetes Engineer,Responsive Design,0.62,Intermediate
MAP_01856,Kubernetes Engineer,Transformers,0.74,Advanced
MAP_01857,Director of Engineering,Kubernetes,0.94,Intermediate
MAP_01858,Director of Engineering,Infrastructure Automation,0.72,Advanced
MAP_01859,Network Engineer,Apache Flink,0.89,Beginner
MAP_01860,Network Engineer,Elasticsearch,0.98,Advanced
MAP_01861,Test Architect,Communication,0.87,Beginner
MAP_01862,Test Architect,BERT,0.88,Advanced
MAP_01863,Test Architect,Python Scripting,0.72,Advanced
MAP_01864,Test Architect,Computer Vision,0.79,Beginner
MAP_01865,Senior Security Engineer,Big Data,0.81,Advanced
MAP_01866,Senior Security Engineer,Apache Flink,0.96,Advanced
MAP_01867,Senior Security Engineer,MongoDB,0.77,Advanced
MAP_01868,Analytics Engineer,Webpack,0.78,Advanced
MAP_01869,Analytics Engineer,Application Security,0.96,Advanced
MAP_01870,Analytics Engineer,Hive,0.81,Intermediate
MAP_01871,Analytics Engineer,GraphQL,0.76,Intermediate
MAP_01872,AI/ML Architect,Python,0.82,Intermediate
MAP_01873,AI/ML Architect,Reinforcement Learning,0.8,Beginner
MAP_01874,AI/ML Architect,Big Data,0.78,Intermediate
MAP_01875,Python Developer,Application Security,0.93,Beginner
MAP_01876,Python Developer,LLM,0.79,Beginner
MAP_01877,Python Developer,PyTorch,0.93,Intermediate
MAP_01878,Python Developer,Container Orchestration,0.63,Beginner
MAP_01879,Solutions Engineer,Probability,0.76,Advanced
MAP_01880,Solutions Engineer,Rust,0.72,Beginner
MAP_01881,Solutions Engineer,OWASP,0.77,Beginner
MAP_01882,Cloud Security Engineer,Python Scripting,0.64,Advanced
MAP_01883,Cloud Security Engineer,Vulnerability Assessment,0.97,Beginner
MAP_01884,Cloud Security Engineer,Cryptography,0.81,Advanced
MAP_01885,Python Developer,Mentoring,0.97,Beginner
MAP_01886,Python Developer,API Gateway,0.85,Intermediate
MAP_01887,Python Developer,Python,0.94,Advanced
MAP_01888,Senior Security Engineer,CI/CD,0.7,Advanced
MAP_01889,Senior Security Engineer,JavaScript,0.96,Advanced
MAP_01890,Infrastructure Engineer,Go,0.62,Advanced
MAP_01891,Infrastructure Engineer,Data Pipeline,0.93,Advanced
MAP_01892,Infrastructure Engineer,Microservices,0.79,Advanced
MAP_01893,Full Stack Developer,Apache Spark,0.86,Advanced
MAP_01894,Full Stack Developer,GDPR,0.67,Intermediate
MAP_01895,Full Stack Developer,Neural Networks,0.98,Advanced
MAP_01896,AI/ML Architect,HTML/CSS,0.66,Beginner
MAP_01897,AI/ML Architect,Python Scripting,0.62,Intermediate
MAP_01898,AI/ML Architect,Jenkins,0.64,Beginner
MAP_01899,AI/ML Architect,Hadoop,0.98,Intermediate
MAP_01900,Games Engineer,GitLab CI,0.67,Beginner
MAP_01901,Games Engineer,Python,0.81,Advanced
MAP_01902,Games Engineer,Load Balancing,0.9,Beginner
MAP_01903,Games Engineer,Penetration Testing,0.79,Beginner
MAP_01904,Solutions Engineer,MongoDB,0.75,Intermediate
MAP_01905,Solutions Engineer,Authentication,0.98,Intermediate
MAP_01906,Solutions Engineer,Flask,0.8,Beginner
MAP_01907,Solutions Engineer,Message Queues,0.99,Advanced
MAP_01908,Product Manager,Neural Networks,0.61,Beginner
MAP_01909,Product Manager,GitLab CI,0.91,Beginner
MAP_01910,Product Manager,Tableau,0.69,Intermediate
MAP_01911,Product Manager,Feature Engineering,0.65,Beginner
MAP_01912,Senior QA Engineer,Neural Networks,0.76,Beginner
MAP_01913,Senior QA Engineer,Python,0.91,Intermediate
MAP_01914,Analytics Engineer,Infrastructure Automation,0.7,Advanced
MAP_01915,Analytics Engineer,Security Architecture,0.9,Beginner
MAP_01916,Analytics Engineer,Vulnerability Assessment,0.89,Beginner
MAP_01917,Data Architect,Python,0.63,Intermediate
MAP_01918,Data Architect,Message Queues,0.66,Advanced
MAP_01919,Data Architect,MySQL,0.63,Beginner
MAP_01920,Python Developer,Hive,0.83,Intermediate
MAP_01921,Python Developer,Stream Processing,0.74,Beginner
MAP_01922,Senior Data Engineer,Application Security,0.8,Beginner
MAP_01923,Senior Data Engineer,Logging,0.77,Advanced
MAP_01924,Senior Data Engineer,Probability,0.7,Beginner
MAP_01925,Senior Data Engineer,Infrastructure as Code,0.91,Beginner
MAP_01926,Penetration Tester,Negotiation,0.62,Beginner
MAP_01927,Penetration Tester,TypeScript,0.67,Advanced
MAP_01928,CTO,Transformers,0.68,Advanced
MAP_01929,CTO,Looker,0.93,Beginner
MAP_01930,CTO,Cryptography,0.93,Intermediate
MAP_01931,Cloud Architect,Angular,0.65,Beginner
MAP_01932,Cloud Architect,Mentoring,0.99,Beginner
MAP_01933,TypeScript Developer,SSL/TLS,0.9,Intermediate
MAP_01934,TypeScript Developer,Threat Modeling,0.83,Advanced
MAP_01935,Infrastructure Engineer,LLM,0.7,Intermediate
MAP_01936,Infrastructure Engineer,Responsive Design,0.96,Beginner
MAP_01937,Infrastructure Engineer,PostgreSQL,0.67,Advanced
MAP_01938,Infrastructure Engineer,React,0.89,Intermediate
MAP_01939,Director of Engineering,Logging,0.6,Beginner
MAP_01940,Director of Engineering,Transformers,0.98,Beginner
MAP_01941,Director of Engineering,Rust,0.9,Intermediate
MAP_01942,Director of Engineering,Elasticsearch,0.96,Beginner
MAP_01943,React Developer,Looker,0.64,Advanced
MAP_01944,React Developer,Kubernetes,0.65,Advanced
MAP_01945,React Developer,Presto,0.72,Beginner
MAP_01946,React Developer,Security Architecture,0.89,Beginner
MAP_01947,Computer Vision Engineer,SQL,0.73,Advanced
MAP_01948,Computer Vision Engineer,Incident Response,0.88,Advanced
MAP_01949,Computer Vision Engineer,GitLab CI,0.9,Advanced
MAP_01950,Infrastructure Engineer,Hyperparameter Tuning,0.88,Beginner
MAP_01951,Infrastructure Engineer,Responsive Design,0.69,Beginner
MAP_01952,Full Stack Developer,PyTorch,0.96,Intermediate
MAP_01953,Full Stack Developer,Mentoring,0.83,Advanced
MAP_01954,Full Stack Developer,Penetration Testing,0.76,Beginner
MAP_01955,Frontend Engineer,SSL/TLS,0.7,Advanced
MAP_01956,Frontend Engineer,Incident Response,0.63,Beginner
MAP_01957,Frontend Engineer,LLM,0.63,Beginner
MAP_01958,Frontend Engineer,Python,0.71,Advanced
MAP_01959,Senior Data Engineer,Computer Vision,0.93,Intermediate
MAP_01960,Senior Data Engineer,Session Management,0.92,Beginner
MAP_01961,Senior Data Engineer,Kafka,0.86,Intermediate
MAP_01962,Senior Data Scientist,Feature Engineering,0.65,Advanced
MAP_01963,Senior Data Scientist,Stream Processing,0.89,Beginner
MAP_01964,Senior Data Scientist,Java,0.71,Beginner
MAP_01965,Senior Data Scientist,Presto,0.6,Beginner
MAP_01966,Engineering Manager,Authorization,0.7,Intermediate
MAP_01967,Engineering Manager,Machine Learning,0.78,Beginner
MAP_01968,Engineering Manager,NLP,0.84,Intermediate
MAP_01969,Engineering Manager,Keras,0.95,Beginner
MAP_01970,Site Reliability Engineer,Machine Learning,0.62,Advanced
MAP_01971,Site Reliability Engineer,Infrastructure as Code,0.87,Advanced
MAP_01972,Site Reliability Engineer,OAuth,0.9,Intermediate
MAP_01973,AI/ML Architect,Database Management,0.66,Intermediate
MAP_01974,AI/ML Architect,Vue.js,0.65,Intermediate
MAP_01975,AI/ML Architect,Auto Scaling,0.77,Beginner
MAP_01976,AI/ML Architect,Angular,0.67,Beginner
MAP_01977,Database Administrator,Nuxt.js,0.74,Intermediate
MAP_01978,Database Administrator,ELK Stack,0.8,Intermediate
MAP_01979,Database Administrator,Network Security,0.91,Intermediate
MAP_01980,Database Administrator,Data Science,0.66,Advanced
MAP_01981,Senior Data Scientist,API Gateway,0.88,Intermediate
MAP_01982,Senior Data Scientist,Prometheus,0.64,Beginner
MAP_01983,Senior Data Scientist,Tailwind CSS,0.78,Beginner
MAP_01984,Backend Engineer,Angular,0.61,Beginner
MAP_01985,Backend Engineer,Security Architecture,0.99,Beginner
MAP_01986,Backend Engineer,Docker,0.81,Intermediate
MAP_01987,Backend Engineer,NLP,0.91,Advanced
MAP_01988,TypeScript Developer,Security Architecture,0.93,Advanced
MAP_01989,TypeScript Developer,Python Scripting,0.83,Intermediate
MAP_01990,TypeScript Developer,Network Security,0.76,Intermediate
MAP_01991,Games Engineer,OWASP,0.84,Advanced
MAP_01992,Games Engineer,GraphQL,0.75,Advanced
MAP_01993,Node.js Developer,Material UI,0.74,Intermediate
MAP_01994,Node.js Developer,RESTful APIs,0.65,Advanced
MAP_01995,Product Manager,Adaptability,0.67,Intermediate
MAP_01996,Product Manager,Presto,0.68,Beginner
MAP_01997,Product Manager,Time Management,0.91,Advanced
MAP_01998,Backend Engineer,NLP,0.99,Beginner
MAP_01999,Backend Engineer,Python,0.69,Advanced
MAP_02000,Backend Engineer,AWS,0.81,Beginner
MAP_02001,Security Architect,JWT,0.69,Advanced
MAP_02002,Security Architect,Cost Optimization,0.81,Intermediate
MAP_02003,Senior Machine Learning Engineer,Rust,0.95,Advanced
MAP_02004,Senior Machine Learning Engineer,Power BI,0.63,Beginner
MAP_02005,Senior Machine Learning Engineer,Kafka,0.7,Beginner
MAP_02006,CTO,NLP,0.87,Beginner
MAP_02007,CTO,Stream Processing,0.93,Beginner
MAP_02008,Senior DevOps Engineer,Web Accessibility,0.67,Advanced
MAP_02009,Senior DevOps Engineer,TensorFlow,0.68,Advanced
MAP_02010,Senior DevOps Engineer,Computer Vision,0.65,Advanced
MAP_02011,Senior DevOps Engineer,ETL,0.99,Intermediate
MAP_02012,Full Stack Developer,Feature Engineering,0.75,Advanced
MAP_02013,Full Stack Developer,Data Warehouse,0.65,Advanced
MAP_02014,Full Stack Developer,Tableau,0.71,Intermediate
MAP_02015,Full Stack Developer,Data Pipeline,0.94,Intermediate
MAP_02016,Kubernetes Engineer,GDPR,0.65,Advanced
MAP_02017,Kubernetes Engineer,Kubernetes,0.68,Intermediate
MAP_02018,Kubernetes Engineer,Hadoop,0.82,Intermediate
MAP_02019,Mobile Engineer,Critical Thinking,0.98,Beginner
MAP_02020,Mobile Engineer,Feature Engineering,0.81,Intermediate
MAP_02021,Mobile Engineer,Data Visualization,0.76,Advanced
MAP_02022,Data Scientist,Communication,0.7,Beginner
MAP_02023,Data Scientist,SOC 2,0.64,Advanced
MAP_02024,Cloud Architect,GDPR,0.82,Intermediate
MAP_02025,Cloud Architect,React,0.97,Intermediate
MAP_02026,Cloud Architect,Web Accessibility,0.77,Intermediate
MAP_02027,Senior DevOps Engineer,DevOps,0.94,Intermediate
MAP_02028,Senior DevOps Engineer,Django,0.82,Advanced
MAP_02029,Test Architect,Cost Optimization,0.62,Advanced
MAP_02030,Test Architect,ISO 27001,0.65,Beginner
MAP_02031,Test Architect,Bootstrap,0.85,Advanced
MAP_02032,Test Architect,Data Science,0.9,Beginner
MAP_02033,Test Architect,Data Visualization,0.71,Intermediate
MAP_02034,Test Architect,AWS,0.93,Advanced
MAP_02035,Cloud Security Engineer,React Testing Library,0.82,Advanced
MAP_02036,Cloud Security Engineer,Python Scripting,0.77,Intermediate
MAP_02037,Cloud Security Engineer,Model Evaluation,0.92,Intermediate
MAP_02038,Cloud Security Engineer,Container Orchestration,0.66,Advanced
MAP_02039,React Developer,Critical Thinking,0.83,Advanced
MAP_02040,React Developer,Jenkins,0.66,Intermediate
MAP_02041,CTO,Security Compliance,0.64,Intermediate
MAP_02042,CTO,Monitoring,0.63,Beginner
MAP_02043,CTO,Threat Modeling,0.97,Beginner
MAP_02044,CTO,LLM,0.68,Beginner
MAP_02045,Data Scientist,GitHub Actions,0.98,Intermediate
MAP_02046,Data Scientist,Azure,0.81,Intermediate
MAP_02047,Data Scientist,Load Balancing,0.93,Beginner
MAP_02048,Data Scientist,Grafana,0.66,Intermediate
MAP_02049,Automation Engineer,LLM,1.0,Advanced
MAP_02050,Automation Engineer,Hadoop,0.64,Advanced
