job_id,job_title,field,industry,experience_level,education_required,required_skills,preferred_skills,job_type,location,salary_min,salary_max,remote_option,description,education_standardized,experience_years_proxy,experience_score,education_score,combined_job_text,job_tokens_lemmas
JOB_00048,typescript developer,typescript,saas,mid-level,bachelor,session management;negotiation;message queues;monitoring tools;grafana,data warehouse;critical thinking;node.js,hybrid,"san francisco, usa",17500,35000,hybrid,seeking typescript developer with skills: session management;negotiation,bachelor,4,0.2667,0.7,"typescript developer typescript saas mid-level bachelor session management;negotiation;message queues;monitoring tools;grafana data warehouse;critical thinking;node.js hybrid san francisco, usa hybrid seeking typescript developer with skills: session management;negotiation",typescript developer typescript saa mid level bachelor session management;negotiation;message queues;monitore tools;grafana datum warehouse;critical thinking;node.js hybrid san francisco usa hybrid seek typescript developer skill session management;negotiation
JOB_00049,software architect,software,fintech,mid-level,bachelor,linux;tableau;monitoring;security compliance;scikit-learn,sql;material ui;api gateway,full-time,"bangkok, thailand",5000,10000,remote,seeking software architect with skills: linux;tableau;monitoring;secur,bachelor,4,0.2667,0.7,"software architect software fintech mid-level bachelor linux;tableau;monitoring;security compliance;scikit-learn sql;material ui;api gateway full-time bangkok, thailand remote seeking software architect with skills: linux;tableau;monitoring;secur",software architect software fintech mid level bachelor linux;tableau;monitoring;security compliance;scikit learn sql;material ui;api gateway full time bangkok thailand remote seek software architect skill linux;tableau;monitoring;secur
JOB_00050,systems engineer,systems,logistics,senior,bachelor,performance optimization;hive;apache flink;express;bootstrap,mysql;deep learning;vulnerability assessment,full-time,"amsterdam, netherlands",10000,20000,hybrid,seeking systems engineer with skills: performance optimization;hive;,bachelor,8,0.5333,0.7,"systems engineer systems logistics senior bachelor performance optimization;hive;apache flink;express;bootstrap mysql;deep learning;vulnerability assessment full-time amsterdam, netherlands hybrid seeking systems engineer with skills: performance optimization;hive;",system engineer system logistic senior bachelor performance optimization;hive;apache flink;express;bootstrap mysql;deep learning;vulnerability assessment full time amsterdam netherlands hybrid seek system engineer skill performance optimization;hive
JOB_00051,database administrator,database,e-commerce,lead,bachelor,node.js;typescript;etl;authorization;machine learning,probability;pytorch;logging,hybrid,"san francisco, usa",52500,105000,on-site,seeking database administrator with skills: node.js;typescript;etl;authori,bachelor,12,0.8,0.7,"database administrator database e-commerce lead bachelor node.js;typescript;etl;authorization;machine learning probability;pytorch;logging hybrid san francisco, usa on-site seeking database administrator with skills: node.js;typescript;etl;authori",database administrator database e commerce lead bachelor node.js;typescript;etl;authorization;machine learning probability;pytorch;logge hybrid san francisco usa site seek database administrator skill node.js;typescript;etl;authori
JOB_00052,data architect,data,travel,lead,any,javascript;database management;tailwind css;svelte;security architecture,express;javascript;apache flink,contract,"multan, pakistan",15000,30000,hybrid,seeking data architect with skills: javascript;database management,any,12,0.8,0.4,"data architect data travel lead any javascript;database management;tailwind css;svelte;security architecture express;javascript;apache flink contract multan, pakistan hybrid seeking data architect with skills: javascript;database management",data architect datum travel lead javascript;database management;tailwind css;svelte;security architecture express;javascript;apache flink contract multan pakistan hybrid seek datum architect skill javascript;database management
JOB_00053,security architect,security,energy,lead,any,penetration testing;vulnerability assessment;stream processing;authentication;monitoring,hadoop;apache spark;communication,contract,"san francisco, usa",52500,105000,remote,seeking security architect with skills: penetration testing;vulnerabil,any,12,0.8,0.4,"security architect security energy lead any penetration testing;vulnerability assessment;stream processing;authentication;monitoring hadoop;apache spark;communication contract san francisco, usa remote seeking security architect with skills: penetration testing;vulnerabil",security architect security energy lead penetration testing;vulnerability assessment;stream processing;authentication;monitore hadoop;apache spark;communication contract san francisco usa remote seek security architect skill penetration testing;vulnerabil
JOB_00054,incident response engineer,incident,edtech,junior,any,hadoop;vulnerability assessment;oauth;project management;flask,cryptography;message queues;gpt,hybrid,"quetta, pakistan",2000,5000,remote,seeking incident response engineer with skills: hadoop;vulnerability assessmen,any,1,0.0667,0.4,"incident response engineer incident edtech junior any hadoop;vulnerability assessment;oauth;project management;flask cryptography;message queues;gpt hybrid quetta, pakistan remote seeking incident response engineer with skills: hadoop;vulnerability assessmen",incident response engineer incident edtech junior hadoop;vulnerability assessment;oauth;project management;flask cryptography;message queues;gpt hybrid quetta pakistan remote seek incident response engineer skill hadoop;vulnerability assessman
JOB_00055,incident response engineer,incident,energy,mid-level,master,container orchestration;cloud security;elk stack;communication;mongodb,mentoring;jwt;cost optimization,hybrid,"karachi, pakistan",5000,10000,remote,seeking incident response engineer with skills: container orchestration;cloud,master,4,0.2667,0.85,"incident response engineer incident energy mid-level master container orchestration;cloud security;elk stack;communication;mongodb mentoring;jwt;cost optimization hybrid karachi, pakistan remote seeking incident response engineer with skills: container orchestration;cloud",incident response engineer incident energy mid level master container orchestration;cloud security;elk stack;communication;mongodb mentoring;jwt;cost optimization hybrid karachi pakistan remote seek incident response engineer skill container orchestration;cloud
JOB_00056,nlp engineer,nlp,automotive,mid-level,any,elasticsearch;data science;soc 2;etl;hyperparameter tuning,logging;typescript;observability,full-time,"amsterdam, netherlands",5000,10000,remote,seeking nlp engineer with skills: elasticsearch;data science;soc,any,4,0.2667,0.4,"nlp engineer nlp automotive mid-level any elasticsearch;data science;soc 2;etl;hyperparameter tuning logging;typescript;observability full-time amsterdam, netherlands remote seeking nlp engineer with skills: elasticsearch;data science;soc",nlp engineer nlp automotive mid level elasticsearch;data science;soc 2;etl;hyperparameter tune logging;typescript;observability full time amsterdam netherlands remote seek nlp engineer skill elasticsearch;data science;soc
JOB_00057,systems engineer,systems,insurtech,junior,any,web accessibility;iso 27001;application security;infrastructure as code;neural networks,communication;data visualization;time management,hybrid,"seattle, usa",7000,17500,remote,seeking systems engineer with skills: web accessibility;iso 27001;ap,any,1,0.0667,0.4,"systems engineer systems insurtech junior any web accessibility;iso 27001;application security;infrastructure as code;neural networks communication;data visualization;time management hybrid seattle, usa remote seeking systems engineer with skills: web accessibility;iso 27001;ap",system engineer system insurtech junior web accessibility;iso 27001;application security;infrastructure code;neural network communication;data visualization;time management hybrid seattle usa remote seek system engineer skill web accessibility;iso 27001;ap
JOB_00058,data scientist,data,edtech,mid-level,any,mysql;adaptability;rust;elk stack;monitoring tools,vue.js;mongodb;data pipeline,contract,"quetta, pakistan",5000,10000,hybrid,seeking data scientist with skills: mysql;adaptability;rust;elk st,any,4,0.2667,0.4,"data scientist data edtech mid-level any mysql;adaptability;rust;elk stack;monitoring tools vue.js;mongodb;data pipeline contract quetta, pakistan hybrid seeking data scientist with skills: mysql;adaptability;rust;elk st",data scientist data edtech mid level mysql;adaptability;rust;elk stack;monitoring tool vue.js;mongodb;data pipeline contract quetta pakistan hybrid seek datum scientist skill mysql;adaptability;rust;elk st
JOB_00059,senior qa engineer,senior,education,junior,master,leadership;javascript;go;owasp;stream processing,vue.js;monitoring;reinforcement learning,hybrid,"bangalore, india",2000,5000,on-site,seeking senior qa engineer with skills: leadership;javascript;go;owasp,master,1,0.0667,0.85,"senior qa engineer senior education junior master leadership;javascript;go;owasp;stream processing vue.js;monitoring;reinforcement learning hybrid bangalore, india on-site seeking senior qa engineer with skills: leadership;javascript;go;owasp",senior qa engineer senior education junior master leadership;javascript;go;owasp;stream process vue.js;monitoring;reinforcement learn hybrid bangalore india site seek senior qa engineer skill leadership;javascript;go;owasp
